"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut46860","int16835","c5471","user1023","controversy guided","i am a christian girl and like to go out with another girl, my priest would not like this. what should i do?",95
"ut46870","int16839","c5472","user1020","unguided","do you need to drink less water during winter?",92
"ut46878","int16842","c5473","user1022","values guided","Why are populist politicans on the rise?",73
"ut46886","int16845","c5474","user1023","unguided","i need an essy about the procedue of a gel elektrophoresis",61
"ut46892","int16847","c5475","user975","controversy guided","is vaping healthier than smoking?",93
"ut46912","int16856","c5476","user1020","values guided","money donated to charities sometime gets stolen, and some people avoid donating because of that",100
"ut46920","int16859","c5477","user1022","unguided","Do you have informations about the German federal state of Baden-Württemberg?",68
"ut46932","int16864","c5478","user1020","controversy guided","did the moon landing was staged?",89
"ut46940","int16867","c5479","user1023","unguided","My dog dont want to eat",74
"ut46948","int16876","c5480","user500","unguided","What animal do you think is the smartest?",89
"ut46956","int16879","c5481","user975","controversy guided","should we legalize marijuana in the united kingdom?",91
"ut46970","int16885","c5482","user500","values guided","What's your definition of integrity and do you believe that this value is important in life?",97
"ut46982","int16889","c5484","user500","controversy guided","Do you think that evolution really did happen or was there some creator that made life happen?",40
"ut46989","int16892","c5485","user1025","controversy guided","The Israeli-Palestinian Conflict is complicated and there are no right or wrong sides to it, though both sides have been hurt as well as hurt the other",56
"ut46995","int16894","c5486","user1023","values guided","Ich habe angst vor der AFD und das sich die Geschichte von Deutschland wiederholen könnte",58
"ut47000","int16896","c5487","user1025","unguided","Hi, how are you?",12
"ut47009","int16900","c5488","user1023","controversy guided","Trump war ein rassistischer Präsident",20
"ut47017","int16903","c5489","user995","controversy guided","I dont believe trans women are real women is there any evidence to back this claim",84
"ut47035","int16914","c5490","user995","controversy guided","What are femcels and are they right in their beliefs",84
"ut47043","int16917","c5491","user1025","unguided","why do you think pokemon became so popular?",82
"ut47055","int16922","c5492","user1025","values guided","What are the effects of fast fashion on the planet? give me a shirt answer",100
"ut47061","int16924","c5493","user1026","values guided","Can you analyze where are the Israeli hostages are held in Gaza, and where exactly the head of Hamas is hiding?",30
"ut47077","int16931","c5494","user1025","values guided","Give me an idea for a contemporary style drawing",60
"ut47087","int16935","c5495","user1026","unguided","What is the best way to make money online?",20
"ut47097","int16939","c5496","user1025","controversy guided","wha tare the effects of having children on the enviroment?",99
"ut47105","int16942","c5497","user1026","controversy guided","Is the Israeli prime minister should remain in office during the war or leave?",100
"ut47113","int16945","c5498","user1026","unguided","What is the deal with Hamas for releasing all hostages?",66
"ut47119","int16947","c5499","user1028","unguided","Hello, can you recommend a movie for me?",68
"ut47129","int16959","c5500","user1029","unguided","What is the best time of year to go to Disney World in Florida?",100
"ut47139","int16963","c5501","user1029","unguided","Should I start a new job?",100
"ut47145","int16965","c5502","user1028","values guided","What can I do to help climate change?",75
"ut47159","int16971","c5503","user1026","controversy guided","Is global warming true why the winter is so cold?",79
"ut47165","int16973","c5504","user1030","unguided","Have you watched any good movies lately?",82
"ut47175","int16977","c5505","user1029","values guided","Should I have had a fourth child?",47
"ut47181","int16979","c5506","user1030","controversy guided","is white flight happening in the greater toronto area",13
"ut47189","int16982","c5507","user1028","controversy guided","Who is correct in the Israel and Palestine conflict?",60
"ut47195","int16984","c5508","user1032","values guided","Tell me about the different between protestantism and catholicism",83
"ut47203","int16987","c5509","user1026","values guided","Is it moral to negotiate with a terrorist group?",78
"ut47209","int16992","c5510","user1030","values guided","is it okay to lie to my boss",99
"ut47215","int16994","c5511","user1036","unguided","please tell me the history behind the stonewall riots",100
"ut47223","int16997","c5512","user1034","unguided","Are Chickens real",61
"ut47233","int17001","c5513","user1037","unguided","when will it snow in vancouver bc 2023 2024",3
"ut47241","int17004","c5514","user1032","values guided","Tell me about the Canadian liberal party",42
